source,question,answer,rating
puzzles4_forum_hardest_1905,4...9.8.........4..5...2..7.....7.....762...1.2.15.....1...5..6...2..39.8..3..1..,476593812132768549958412637591837264387624951624159783213985476765241398849376125,10
puzzles4_forum_hardest_1905,.....84..........7.24.9..8..3...9.5.6...2....4..35.2..16.......2589...3.....8...5,379568412816432597524791386732619854695824173481357269163275948258946731947183625,8
01_file1,2......9..1...6....7....3..9..8.4.6...823...4.3..69...34...86.....9...42..2......,263485791819376425475192386927814563658237914134569278341728659786953142592641837,26
puzzles0_kaggle,7..1..4..8.6...5...23.9...695..647.8.41..8........239..3..2.6....4.5.831..84.7.5.,795186423816243579423795186952364718341978265687512394539821647274659831168437952,0
01_file1,5...4...9...51.72...8........9......6.4.95...18...45...9.86....46..59..1.....1...,576342189943518726218976453359287614624195378187634592791863245462759831835421967,35
puzzles1_unbiased,...392..5..97............1...723.8.........424....5...61......8....4.6.3.4...6...,164392785589761234372458916957234861831679542426815397615923478298147653743586129,1
puzzles4_forum_hardest_1905,84......1..9.4.6..62...5......3.4..7...5...1..6..2.4.......91.32...8.9...9.....7.,847962351359741628621835794182394567934576812765128439476259183213687945598413276,27
puzzles4_forum_hardest_1905,86.............6....15....8.4..1...9..7..9......4..57..2..3.9.73......2..849....5,862391754975248613431576298243715869157689342698423571526134987319857426784962135,6
puzzles4_forum_hardest_1905,...1..23.7......5...3..5..9..2..6.9.8.....3..4..72...6..5..29..9..4......8..1....,598164237726938451143275869312846795867591342459723186675382914931457628284619573,55
01_file1,..71...4.5...........3.4.....9..5.872.....5.9..8...42...59..8..7.4....92.8.42.7..,837152946542869371196374258419235687273648519658791423325917864764583192981426735,57
01_file1,.8...6...5.2....8..69....23..3....1....3....6.....2.4.92...5..8..62.85......9..3.,384926157572143689169857423743569812215384976698712345921435768436278591857691234,7
01_file1,....6..9....2....1.43.91.....258.16.....1.5..5..6...2..6.1.......9.586.....9...82,125863497697245831843791256732584169986312574514679328368127945279458613451936782,10
puzzles4_forum_hardest_1905,9.7.18.2..2.....81.....29..........3.9..7381...1....6.4..3...5...5.......8..571..,937618524524739681816542937758126493692473815341895762479361258165284379283957146,4
01_file1,.9.....681...5.....4...25...1...4...47...1.92..57......5127.9......1....7..4.9.5.,592143768136857429847962513619324875473581692285796134351278946924615387768439251,44
puzzles4_forum_hardest_1905,.4..2.....52..41..9......2......8..3.894...1..3.19.8.....7...65.94..53..5........,146827539852934176973516428415678293289453617637192854328741965794265381561389742,13
puzzles0_kaggle,.....586..8479........235.99..67..1..7.2.1..836.....741.7.58....49....516.24....3,293145867584796132716823549928674315475231698361589274137958426849362751652417983,0
01_file1,39...1.....1...9.7.57.2...3..94.3..5....9.......6....1...5..7.2.....913..32....5.,394871526621345987857926413289413675165792348743658291918534762576289134432167859,36
01_file1,9.6....2.25....8.9.48...56.....13.46...9...8......4..5.69...4....5.....282.4..6..,916538724253647819748192563587213946634975281192864375369721458475386192821459637,15
puzzles4_forum_hardest_1905,.8...294.........2....9.81...7..16..1..6......4..2......5...13..9..1...83..7.5...,781532946469178352253496817937841625128657493546923781875269134692314578314785269,33
puzzles1_unbiased,8.9.5....574..63....68.....4....26...31...8..........9....49...6..3........1.5.48,819453762574296381326817954457982613931674825268531479182749536645328197793165248,0
01_file1,.5...38.....5.61.4..1.4......6..54.....68.3.13......5......8.4.9.73..5.....1..6..,452713869879526134631849725216935478745682391398471256163258947987364512524197683,21
puzzles4_forum_hardest_1905,9...7....84...1.7....4.......9...71.2....8..3.35...28.....6..2...4....3.72...31..,953872461842651379671439852489325716267148593135796284318564927594217638726983145,62
puzzles4_forum_hardest_1905,8.69...7..9.......7.2..8..9..5..1.3.......4...8.7....64...5.....6.8....2..8.3.1..,836924571591376824742518369925461738617283495384795216479152683163847952258639147,38
puzzles4_forum_hardest_1905,.3..6.4....6..9......5...7...3.4.1...4.1....821.9.....3...1.2...6...5......7...8.,531867492876429531429531876793248165645173928218956347387614259962385714154792683,31
puzzles1_unbiased,.8....7.....9.........61..3.3...81...4..5..9.7.2...3...26..3........56.4..1.79...,983542761615937428274861953539728146148356297762194385826413579397285614451679832,0
puzzles4_forum_hardest_1905,.5.4.......3..1...1...9..2.6...8.2....4....76..1....899...6...2.6.3..7...1...5...,752438961893621457146597823679183245384259176521746389937864512465312798218975634,28
01_file1,8..9..6...3...6..5..4....2...2..3..43...6.9...5.....3.....8....1....97.....71....,815924673239876415674351829782193564341567982956248137597682341128439756463715298,40
01_file1,..716..38...9...1.....83..7....7.3...25...8.1...8....6.9..3..6..6...87.9..1..9...,457162938836957214219483657684271395925346871173895426598734162362518749741629583,17
puzzles1_unbiased,.156..8...9..3......38.5.9......4....8752.....6...3..272.....141.....6.3.3....7..,415692837892137465673845291251984376387526149964713582726358914148279653539461728,1
01_file1,..68.4...3..21...6.4....1.....3.2..486.1...2.........1.....86.....4....37.563.4.2,156894237389217546247563198591372864863145729472986351934728615628451973715639482,42
01_file1,..6.75.8..8...3...3.568...9.3.......9.7.6...356.......8..7....5.7.3..12.....9....,296175384784923561315684279138547692947261853562839417823716945479358126651492738,12
puzzles1_unbiased,.....6.95......8.3...74.....6.53.9........17...86......478.....32....58.8...2..1.,413286795672159843589743261764531928235498176198672354947815632321964587856327419,3
01_file1,..92.74......6...367.....2....4...7..3...6..4..45.1.9..97...6..2.3..49...6.......,319287465842965713675143829526439178931876254784521396197358642253614987468792531,23
puzzles4_forum_hardest_1905,.9....6....7.6...96....9.8..1...23..7...1...2..28...51.7..2...4..4..5...2..9...3.,395284617827163549641759283418592376753416892962837451579328164134675928286941735,28
puzzles4_forum_hardest_1905,..3....1.8...9.3...2.6......8...95....7.5...85..2.8..3..6..4....1......49...2.7..,473582619865791342129643875684319527237456198591278463756934281312867954948125736,56
puzzles4_forum_hardest_1905,.....91.2..24..6..6...28.5.2.5...7.1..39......6..52.3...6.83.1..8.......3........,534679182872415693619328457295834761143967528768152934456783219981246375327591846,8
puzzles4_forum_hardest_1905,..1....3..........9....86.23..6..2.8..5.2........83.7.2...3.9.6.....6....4.9..3..,421569837786342195953178642374695218895721463162483579217834956539216784648957321,58
puzzles1_unbiased,.9....27.6..3....4..4.5..6843.2.75.1.......8.1.....3.......2.3.....937.......18.2,598416273617328954324759168436287591279135486185964327751842639842693715963571842,0
puzzles1_unbiased,......4...5.....8.9862...133.7.18.....572.89..1...5....4..3..7...1.56.4....4....8,173589426254361789986274513327918654465723891819645237648132975791856342532497168,0
puzzles4_forum_hardest_1905,4...31....8...2..6....7..4.5..2..4....23...5...4.5.2.7.2....1....9.....23......7.,496831725785492316231675948573218469962347851814956237627584193149763582358129674,60
puzzles4_forum_hardest_1905,7..............75...87...24.1...9.....26....3..48....64.......2..3.6.4..28.4..3..,721584639349126758568793124615349287872615943934872516457931862193268475286457391,71
puzzles4_forum_hardest_1905,7...4.69......6..3..29.14...5.47....1....974.................2.6..1..9.4.7......8,713845692594726813862931475956473281138259746247618359389564127625187934471392568,36
01_file1,......1....59.....28..4..9...6..4...49.8...7.........2...73..2.....8....73...9.8.,963572148145968237287143695376214859492856371518397462854731926629485713731629584,52
puzzles1_unbiased,.68..543..2......6.9...7...41.67.9......9..1....1....8.....2......83..452.9.....7,768925431524381796391467852415678923687293514932154678853742169176839245249516387,0
puzzles4_forum_hardest_1905,.9...5..4..8.1.7..5......3.8..2.1.....6..4....4..7.5....2.968...8..4...9...3...1.,397865124428913756561427938859231467716584293243679581132796845685142379974358612,18
puzzles1_unbiased,9...4.3....2...49.........77.13..6..39..5...4.482..9..........5..3.8..7....4.1...,975846312832715496614923587721394658396158724548267931187639245463582179259471863,2
puzzles4_forum_hardest_1905,..21....8.4..7....9....5....5...9...7...4..8...32..1....8....2........51...6..8.3,532196748841372569967485312256819437719543286483267195378951624624738951195624873,20
01_file1,..4.8.1..3.......5..75.........5..3..3.1.9...8.1..6...5...1..68.9.3.8.1.....6.3.9,954687123386421795127593846769852431235149687841736952573914268692378514418265379,39
puzzles4_forum_hardest_1905,.....5.7...23...4.8...4...6...4.96....85.....4...6..1...9.....1.3.....821...2.7..,364815279952376148817942356521489637678531924493267815289753461736194582145628793,72
puzzles4_forum_hardest_1905,....8.9..8.2..9..4..14...6...61..42..1..4...5.....5.....7...3..13.7....662.....7.,463281957872659134591437268356178429719342685248965713987516342135724896624893571,11
puzzles4_forum_hardest_1905,8..4.....6.9.2...4.4...9.7......352..9.8....75..........1..4.9..6.7....2....3..1.,857416239619327854243589176478963521192845367536172948781254693365791482924638715,21
01_file1,45..6372.3....7.6....24...5...37.64...3..5..27....4....27....1..........6......9.,451863729382957164976241385295378641143695872768124953827539416519486237634712598,27
puzzles0_kaggle,.5.13..2...3.6..95.9...2.4.7.8..4.1..2.8....6649.5..3...72..38.5..31.....14..6..7,456139728273468195891572643738624519125893476649751832967245381582317964314986257,0
puzzles4_forum_hardest_1905,...7.3..44..5......3..4.9..3...7...1.....1.6..18...2..9...5...3..2....8..6....1..,129783654487596312635142978396275841274831569518964237941658723752319486863427195,41
puzzles4_forum_hardest_1905,..8..2..3.39...2.........6..93.7...18....36...42.......2...89.....3...5.9....63..,468952173539167248271834569693475821857213694142689735325748916786391452914526387,32
01_file1,...6.34.......9..3...2..95.52..3...6..3......17...4.2..5..9...4...32.6.....4.529.,891653472245179863637248951528931746463782519179564328752896134914327685386415297,9
puzzles4_forum_hardest_1905,13...6.8...6.7..1.9..1....6.9....54...3..7.69...5...7.....2....42..8......9..1..8,135296784846375912972148356791862543253417869684539271518924637427683195369751428,28
puzzles4_forum_hardest_1905,..3..68..98.7.....6.......2..4.7....3....94......1..5....5...2.4..1...68.3...89..,213946875985721634647385192154673289372859416896412753768594321429137568531268947,57
puzzles4_forum_hardest_1905,.4..63.7.5.....2....72....6.2.4...3...4.9.8..1....5.....97...6..8..3.7.......1..2,942563178568147293317289546825416937674392815193875624459728361281634759736951482,13
puzzles1_unbiased,5...3....4.8.2.....7.....1.24..9....7..651.......4...6........38..4.2.9..6...5.47,521936784498127365673584219246793158789651432315248976154879623837462591962315847,0
01_file1,..8....3.9.6....58..2..8..4.....45.3...15..2.8..2.3..1....3248..2..1.3.....4.5.1.,458921637916347258732568194291784563347156829865293741179632485524819376683475912,51
puzzles0_kaggle,7....895...6..1...8.143.2.....69...4.1.52..834.....7.95.3.......7.38.4.6..91728..,734268951296751348851439267328697514917524683465813729583946172172385496649172835,0
puzzles4_forum_hardest_1905,.6...1..42......3...7.5.6..7......4..5..8...1..6...2...9.5....8....493..6...18.9.,963871524285964137147352689729135846354286971816497253491523768578649312632718495,17
puzzles2_17_clue,.....9.4.21.......8..5........2..8....9........7..4..........74.......6.5..81....,765389241213746985894521736451263897629178453387954612138692574972435168546817329,0
puzzles1_unbiased,..2..48.14.7....6....19....9.56.14...7..4..3....52......9.....4......7..58...6.9.,392764851417385962658192347925631478176948235843527619769813524231459786584276193,0
puzzles4_forum_hardest_1905,6...1..3...2..61...1.....4...5.9...4...8.2.7..2....3....17...8...9.4...3.5...94..,694217835382456197517983642875391264143862579926574318431725986269148753758639421,32
01_file1,...84.1.6..1.56....8.7...4.74.58....1.8.6...5.6.....7.5.....9.....41.2...........,357849126421356789986721543749583612138267495265194378512678934893415267674932851,5
puzzles4_forum_hardest_1905,8..49.7.........48........9.....719.9..81....73.....8.2......7.....25....8.7.6..2,863492751529671348174538629648257193952813467731964285216389574497125836385746912,85
puzzles4_forum_hardest_1905,...9..5....7......6....8.2....4...6.3....28....1....32.1..4....2....5..3..9.7..8.,183926574927354618645718329852437961394162857761589432518243796276895143439671285,54
puzzles4_forum_hardest_1905,.1......54...7..3..68...1.......8..6...5..4..6...4..2.9....73...764.3.9..2..9....,213984675495671832768325149542738916139562487687149523954217368876453291321896754,50
puzzles4_forum_hardest_1905,.1..9..8...62..5.9...............34...7..29.8.6.9.......5.2.8.77..5...3.6..7.84..,512397684836241579974856123289175346457632918361984752195423867748569231623718495,19
puzzles4_forum_hardest_1905,.8.......5..6.9.....9.4.1...7.5...3.8.......2..6..45..2...7...8.3...1.7....9..4..,681257394543619827729843156472598631895136742316724589264375918938461275157982463,14
puzzles4_forum_hardest_1905,...5...1....6....3.7..8.9...4......57...9.8....8..6.9...7.4.2..4........29.3.1...,869532417124679583573184926942813675716495832358726194637948251481257369295361748,18
puzzles2_17_clue,....3.57............96........1.............6.3....74.6.1.....9..8..........74.3.,816239574453718962729645813964187325587423196132596748671352489348961257295874631,0
puzzles4_forum_hardest_1905,..5....13.8.9..5......4....8..5..6......3..2.....61..4..86..7..69........7...2.6.,965728413384916572127345986812574639456839127739261854248653791693187245571492368,8
puzzles4_forum_hardest_1905,.1.72..9...9..87..........5.7.2..1..4...3......2..6.5..2.6..5..3...4.6.1..6....8.,814725396659318742237469815573294168468531927192876453921687534385942671746153289,28
puzzles4_forum_hardest_1905,46......1..9.6..2....5..9.692..8.....4.3...9...3.....8..2.9..83.....17....4.3..1.,467829531539167824218543976921485367845376192673912458152794683386251749794638215,39
puzzles1_unbiased,..73.62...8..5....2.....9..6.....3......8....472.....51.9..25.7.....4..3.3..9....,947316258381259764256748931618425379593187426472963815169832547825674193734591682,0
puzzles4_forum_hardest_1905,..48.....1.......8.8..51.3..1.5....3.5.19...4..9..7.5...7...2...4.7....5....6....,524873619173649528986251437718524963352196784469387152837915246641732895295468371,11
puzzles4_forum_hardest_1905,.5....14...45...3.9.......5.9.4....1..6.7..8.8.....4......2.71.2....6....3.9....4,753689142684512937921743865395468271416275389872391456569824713247136598138957624,70
puzzles1_unbiased,..7.3......51.4......6..79......5..34....6..7..68.3.1..73.....2........921.4...5.,187239465965174238324658791891745623432916587756823914673591842548362179219487356,3
puzzles4_forum_hardest_1905,32..45.....72...5..5.98.2...734......1..9....5..3.2.1..3.1.9.7.......9..........6,328645791697231854451987263973416582216598347584372619832169475165724938749853126,44
puzzles0_kaggle,.8..936..5......174.2.......53..6..8.4973..5...14...92...1...39.6.2..74...8..72..,187593624536824917492671583253916478849732156671458392724165839365289741918347265,0
puzzles4_forum_hardest_1905,..6.7..9....2.....32...5..7.....34..73..5...1...1.....6.3.2.8..4........21.5....3,586471392947236158321895647192783465734659281865142739653927814479318526218564973,14
puzzles1_unbiased,..8.1..231.4..36...6.....1..2........732.9...8.1.65.3.......5.....45..8.23.8...9.,758614923194523678362987415529138746673249851841765239487391562916452387235876194,0
puzzles0_kaggle,......8......61..397423.1...958....71.8.29.6.6..4....82....5......38.69..63.92.75,316547829582961743974238156495816237138729564627453918249675381751384692863192475,0
puzzles4_forum_hardest_1905,.9.2....6..3.5....72....5......31....8.6....91.....7.....4......4..89.2.8...62..4,591243876463758291728196543675931482284675319139824765952417638346589127817362954,11
01_file1,...36.........4.53.....7....65....3.83..156.91.....58.........8.18.3..9.35.9..16.,547368912681294753923157846465879231832415679179623584796541328218736495354982167,13
puzzles4_forum_hardest_1905,....5...6..54...1..467.1.5.3..8..........7..9..7.4..6.6...1.5...2.5....1..1..4.8.,812953476735462918946781253369825147154637829287149365673218594428596731591374682,4
puzzles1_unbiased,....87...7825.3.....6.............5...1.7..2.5.71.8..9......31...8.426......1...5,415687932782593146936421578893264751641975823527138469279856314158342697364719285,0
puzzles4_forum_hardest_1905,..5.6..3...3..48..7..3....9....9.7..8......61..2..659.2...5.....1..42.....46...2.,125869437963574812748321659651298743879435261432716598286153974517942386394687125,4
01_file1,....7.5......152.4...2.4..7.5..6.17..2.7....66..4.1.5.8.3.2..4......6.....2.4...1,246378519789615234315294867458962173921753486637481952873129645194536728562847391,40
puzzles4_forum_hardest_1905,...8.1..........16..7.2.8....4.8.1..3....5...5..6...3..8.4..9....9..8.2.7...9...1,493861572852937416617524893974382165368175249521649738286413957139758624745296381,11
puzzles4_forum_hardest_1905,1...6.3...3...58.15.8........3.......2.7.....8....12.3..5..21.8.......4.....9.7..,147268359239475861568319427713526984924783516856941273475632198391857642682194735,49
puzzles1_unbiased,.......79.6......21....465....84.1....935.....7..6.....8.....2..237.6...6....2...,542618379968573412137924658256849137819357264374261895781435926423796581695182743,0
puzzles4_forum_hardest_1905,...2.3.1.9..6..3...3..7...48..4..5...4...7..2..9......5....21...6.7....3....4..8.,674283915925614378138975624812439567346157892759826431587362149461798253293541786,16
01_file1,.9.1.5..3....9317....27..5....5....28....2...62..............9...13....735.7.9.21,497165283562893174138274956719538462845612739623947815276451398981326547354789621,15
puzzles4_forum_hardest_1905,.4..9.27......4....5..7..8..2..5.8..6.......2..54....7.....1.9..9..4...8..398.5..,346198275718524639952376184421759863679813452835462917584231796197645328263987541,18
01_file1,9..........1....4..42.9...6...97.4.5.7.4.86......65..8....8...48.6..45.9.9....7..,985647123631852947742193856268971435573428691419365278157289364826734519394516782,19
01_file1,....4......97......4...2.6..8...154..2...6.135...3......8..46......1..8..6..2...4,652143798819765432743982165386291547924576813571438926298354671435617289167829354,30
puzzles4_forum_hardest_1905,..3..27.5..2..93.....3...6173...8...2.....8....829......7..39...5..........4....3,483162795162759348975384261739648512246531879518297436627813954354926187891475623,61
puzzles4_forum_hardest_1905,8.2....3..5......1..3.8.5...8..3..2...4..9..7...4......3..5..1....7.69..6........,812695734956374281743182569189537426364829157275461398437958612528716943691243875,4
01_file1,.2.....6...3....7....2..9.......589.3.........9.8.4.234.23...8...9..25..58.4.9...,927148365843596172651273948264735891378921456195864723412357689739682514586419237,50
01_file1,..9.6..2.4..21......3....6.6.1..5..8.4.6..1.....1...5........845..8..2...2..4.5.6,159467823468213975273589461691725348745638192382194657916352784534876219827941536,33
01_file1,....85..4...2........1..6..3.4...7...56...38.78..6..45.....753....4...6.5.7.....8,261385974475296813938174652394518726156742389782963145649827531813459267527631498,12
puzzles4_forum_hardest_1905,.3...7......3....97.8.6.3..51.....4..26....3.8....65..3.56..7......7....1...85.6.,934827156261354879758961324517239648426518937893746512345692781682173495179485263,23
01_file1,.65.1...44..6..5...9.....2......3....8....4..2.64...5..2..6.9...5...726...92....5,865912734472638519391754628947523186583176492216489357728365941154897263639241875,22
puzzles4_forum_hardest_1905,3...8.....6.9..7....4..1..24.67...5..9.........5...6.9.5.1..4.......2..11.8.3....,372586914561924783984371562426719358893265147715843629257198436639452871148637295,9
puzzles1_unbiased,...3....4.3.4.2.17.24..........84...5..7...6.8....9..3.5.1.....7..8....5..6...3.9,687315294935462817124978536369284751542731968871659423458193672793826145216547389,0
puzzles4_forum_hardest_1905,...4.....8....5.....2.1..3...1...9.3.......2..2..9.1.67.9.2..6..5.7.......3.5971.,635472891814935672972816534561247983398561427427398156789124365156783249243659718,73
puzzles1_unbiased,...6..4.93..4.8.7.7..52.........986.28..6...45.......2.......8..3197.....2......7,158637429362498571794521638473219865289765314516843792647152983831974256925386147,1
puzzles4_forum_hardest_1905,73..9..4.48......1..24.83.......9...3..7.64.........65.4.8.32.....92....2...6....,731692548489375621562418379627549183315786492894231765946853217173924856258167934,7
puzzles1_unbiased,...8.5..4425..68......2....1.....7.....23.....6..41.38.1375...68.....2...46..2...,691875324425316897378924165134698752589237641762541938213759486857463219946182573,2
puzzles4_forum_hardest_1905,3.2....5.8.........543..........18...2.4...3.....63..7..95...4.....7.6.......8..1,372814956891652473654397218935721864726485139418963527189536742243179685567248391,20
puzzles4_forum_hardest_1905,5...6..4...13.8....36.....82..5..6.9..5..6.2.....2.4....7......6...9..5....6.17..,578962143421378596936415278284537619195846327763129485357284961612793854849651732,15
puzzles4_forum_hardest_1905,.3...19...1..375..4..2.9...17...63..........68.6........1..3.59.9.7...3.3.....7..,538641927219837564467259813172596348953184276846372195781423659695718432324965781,4
puzzles0_kaggle,..185.....65.2.7.9.....9..25....48.114...3.2..9...65.327..1.6....4.68.9...89....7,921857364465321789783649152536294871147583926892176543279415638314768295658932417,0
puzzles1_unbiased,...21....7..9...2......3..63.47..9.19....1..4..23..7..4.7....5..9.84......3...1..,536218497741965823289473516354782961978651234612394785427139658195846372863527149,2
puzzles1_unbiased,..8..74..14..9.63....1..........295.6.3....2...........9.7.....4...5.89..5.2..1..,568327419147598632239164578714832956683915724925476381891743265472651893356289147,0
01_file1,.795.....84.............9......368.2..82.956........3.62.9.8.53....6.2.8..5...69.,279581346841693725536427981954136872318279564762854139627918453493765218185342697,26
puzzles4_forum_hardest_1905,7....8.....15....3.5..4..7...3.....16....42...2.8...5....78.9..9...2.....67..9.2.,746398512291567843358142679483256791675914238129873456532781964914625387867439125,26
puzzles4_forum_hardest_1905,.....5...38.4..2....1.8..4.8....67....9.7.3..17.3...2.41.7....2..8..2.........17.,647125938385497261291683547823946715569271384174358629416739852738512496952864173,3
puzzles1_unbiased,.........97...1.4...19..28..19....2......45..76.8..3..6....8.3.....9.8...2.61..5.,386245971972381645541967283419536728238174596765829314694758132153492867827613459,1
01_file1,.....3...9..5..36.........2.....6.8.5.......9..89..7.5.14......8..6...5..9.8...7.,751263498942518367386479512479356281523187649168942735614795823837621954295834176,12
puzzles1_unbiased,...2.53...7.18...2..43.....5.9.4.....67......2....9.1...6......4..9..86...8...27.,681295347375184692924376185519842736867531429243769518736428951452917863198653274,0
puzzles4_forum_hardest_1905,....5...1..8..3.4..1...8..78..3.4.1..3.61.2.....5.....4.6...1.9.8.4...6.1........,264957831578163942319248657892374516735619284641582793426835179987421365153796428,60
01_file1,..9...2.43....95...458....3.....83.....21......2.6...52..53.4.8.38...........29..,819653274326479581745821693561948327473215869982367145297536418638194752154782936,30
puzzles4_forum_hardest_1905,2....3..9.8..1..5.7..4..6..8.....9....2.7..8.51......31...2..9....9....6.....45..,261853749984716352753492618847231965632579481519648273176325894425987136398164527,12
puzzles4_forum_hardest_1905,.8.........793...1.....5.7..4......62.....1.9..369..2...271.6..63.5........3....2,381467295457932861926185473749251386265873149813694527592718634634529718178346952,65
01_file1,...3..2..1.....3......51..99....4....1.8.......36..1...9....7..45.1...3...1.39..4,749386215125947368836251479972514683614873592583692147398465721457128936261739854,100
puzzles4_forum_hardest_1905,..9...2....8..4..33...6..1.4.7...5...9...8..78.3......9....7..4...1...5.....2.6..,519783246628514973374962815467391582192458367853276491985637124236149758741825639,6
puzzles1_unbiased,8....75.1.6.5.......1....4......87......31..2..42..9..19.3.........7...3.87..6..4,839647521462513879571982346623498715958731462714265938195324687246879153387156294,0
puzzles4_forum_hardest_1905,6..5......82..4..9.45.7......8..293..2.9...4.....1...2...3..7...3...1..8....9..6.,613529487782134659945876213178452936326987145594613872869345721437261598251798364,63
01_file1,.1827......53....1.....178.5....39...7..826...........3..1.7.2..21.....78....5...,418276359795348261236591784584613972973482615162759843359167428621834597847925136,87
01_file1,.3.......2....4.7384....2.99......42...7...3...3.9.8.....4..7...2.65...8.9...8..4,536927481219864573847135269975381642182746935463592817358419726724653198691278354,12
puzzles1_unbiased,...3.7...9..4..1.8........949.2.6...8..1...2.2...3..4.....5.....8......76..849..5,128397564935462178764518239493286751856174923217935846349751682581623497672849315,0
01_file1,.5......7.........36...59..9...5.3....4..8.....23...8.....96.......8..1.89.5..6..,451932867289647153367815942978154326534268791612379485145796238726483519893521674,114
01_file1,..26......9...4....14..235..689....4.2..81...9....6.2..8..4...1...1.9........824.,852613479397854612614792358768925134425381796931476825583247961246139587179568243,34
puzzles1_unbiased,..3......12.6.......68.5..13..7.....6....91.4.18.2.9.......7.4.2.....6..4.75....3,583172496124693758976845321349751862652389174718426935861237549235914687497568213,1
puzzles1_unbiased,.4.1...6....3.4.953..8..2...7....58...96.7...4.6...7..2.3....1......9..8......45.,945172863827364195361895274172943586589627341436518729253486917714259638698731452,1
puzzles4_forum_hardest_1905,..21..8...89.6..4.1.......5..8....9..4...9.....6.4.3.8.....7..2..52..7...2..3..8.,372154869589362147164978235758623491243819576916745328831497652495286713627531984,8
puzzles4_forum_hardest_1905,1.9.6..4..3.4....9.....56..............8..4..4.6.1...25......1.2.1.4.9...7.....2.,159368247638472159742195638815924376327856491496713582563289714281547963974631825,80
puzzles1_unbiased,5...28......54..2...19.3............3.7.64....1.....49..2...56.78...6...6..28...3,573628914968541327421973685254719836397864251816352749132497568785136492649285173,0
puzzles4_forum_hardest_1905,...2...749...8.1...2745....47...8.6...6.....828.6..4..8.......5..2....4.....3.8..,318269574954783126627451389475198263196342758283675491841927635532816947769534812,70
puzzles4_forum_hardest_1905,7.6.....2.....63..3.9.12.7....2...43....8...72..3.79....26.9....7......56...7....,786934512421756389359812476167295843935481267248367951512649738874123695693578124,60
puzzles4_forum_hardest_1905,.8...3.2.5.4.....772...5.8.3......9...8..9....9.5..2.8...3..1..6.........3...2.5.,981673425564298317723415986372846591158729643496531278245387169617954832839162754,4
puzzles1_unbiased,18.7.2........6.8...64.1..9..8...62.73....9..6..89..3.3.....517.....9...........3,189732456473956182256481379948173625731265948625894731392648517517329864864517293,0
01_file1,.5...6.4..2..5.7.3..4.2.....692.....5..91.4..4.......2..65...2.....9..1.1.5.4....,957136248621458793384729651869274135572913486413865972746581329238697514195342867,26
01_file1,...1.4..33....2.4..9.3....2.1.....7.9...2.4....39.72....9.4..1.........7.58..39..,526184793371592846894376152215438679987621435643957281769245318432819567158763924,50
01_file1,2......5...4.....66.7.83..2....7........65..4..2....79......9.75.9.2..4.74.6...2.,298146753134752896657983412385479261971265384462831579826514937519327648743698125,38
01_file1,.2.1..........3.6..7.56..3....9..18..1.8.6..55...3.............36..95....91..85.6,623189457185473962479562831236957184917846325548231679852614793364795218791328546,8
puzzles1_unbiased,8...1.....2.9..3..6...2.8..5...396....6..7..4..41.6..5.....51..178.........7.....,859613742421978356637524891512439678386257914794186235943865127178342569265791483,0
puzzles4_forum_hardest_1905,57..8......2....8.9.8..67..6...9..2...5..71.....3....4...6....32...5..6......19..,573289641162734589948516732684195327325847196791362854459678213217953468836421975,10
01_file1,.6...3.74.3....82....8.7..6.4.....8.3..5.1...7.....2..6...3..4.....2.6.84.2...73.,869253174537146829214897356146972583328561497795384261651738942973425618482619735,9
puzzles1_unbiased,2..631.......7..4....59...6..9..843..81.....73...6..51.27....1.......5....5.8.6..,248631795956872143713594286569718432481253967372469851627945318834126579195387624,0
puzzles1_unbiased,......8.6....8512...12..7......6.....7.3589...2.....6.46.....9..135.9.7.5.7...2..,259731846746985123381246759935162487674358912128497365462873591813529674597614238,2
puzzles1_unbiased,7...291.....3..25...1.8..4.1.67..5...3......958.............6.49..4........9.13..,743529186869314257251687943196748532432165879587293461315872694928436715674951328,1
puzzles4_forum_hardest_1905,.27.....16..7...9..98.5.7.......5..4..26...8.....3.1....6..34...8.9...7....54....,527369841641728395398451726769185234132694587854237169916873452485912673273546918,10
puzzles4_forum_hardest_1905,..5.6.....3....2..9..78...5.....8..71..4...9...6.2.4....9..57...2.8....34......1.,815263974734591268962784135243918657178456392596327481389145726621879543457632819,15
puzzles4_forum_hardest_1905,..1....5.6..2....8.7....9......9.7..8..3....6..5....1.....63..43...2.8...4.8.....,281946357659237148473518962134692785827351496965784213798163524316425879542879631,36
puzzles4_forum_hardest_1905,9....13....1....6..832.........7......9..51.6.35..87..........7.9...35..5.8.4....,947861352251397864683254971864179235729435186135628749312586497496713528578942613,5
puzzles4_forum_hardest_1905,..5.6.8...3......66.....25.8...3...5.7...41.....1.....3..82...4.4...9.....94...7.,195263847732548916684791253821937465973654182456182739317826594548379621269415378,42
puzzles4_forum_hardest_1905,..1.2.8.....5....2.2.4...1..1..3...5..5...63..4..5...1.3..4.1.8..7....2......93..,961723854374518962528496713716932485295184637843657291639245178487361529152879346,57
puzzles4_forum_hardest_1905,..38......9.15...6.....4....5....9....1.....77...1.65..78.6..25.1.28...92.....8..,123896574497152386865734291652347918981625437734918652378469125516283749249571863,13
puzzles4_forum_hardest_1905,4...8.7...9...4.8..3..1...4.......3....6..4..3....1..99.3..7..8....2.56..25......,461985723597234186238716954176492835859673412342851679913567248784329561625148397,9
